Date,Closing Price,Opening Price
2024-11-25 00:00:00-05:00,565.1099853515625,562.0999755859375
2024-11-26 00:00:00-05:00,573.5399780273438,566.0
2024-11-27 00:00:00-05:00,569.2000122070312,574.8900146484375
2024-11-29 00:00:00-05:00,574.3200073242188,569.0
2024-12-02 00:00:00-05:00,592.8300170898438,577.5
2024-12-03 00:00:00-05:00,613.6500244140625,595.0
2024-12-04 00:00:00-05:00,613.780029296875,612.9600219726562
2024-12-05 00:00:00-05:00,608.9299926757812,617.0800170898438
2024-12-06 00:00:00-05:00,623.77001953125,610.0999755859375
